Index,Bacteria/Host species,Download link
Bacteria,Phocaeicola coprophilus,wget https://gmpsdb.cn/api/download/bacteria/5564/download/ -O BACTERIA_Phocaeicola_coprophilus.tar.gz
Bacteria,Phocaeicola dorei,wget https://gmpsdb.cn/api/download/bacteria/5565/download/ -O BACTERIA_Phocaeicola_dorei.tar.gz
Bacteria,Phocaeicola massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5566/download/ -O BACTERIA_Phocaeicola_massiliensis.tar.gz
Bacteria,Phocaeicola plebeius,wget https://gmpsdb.cn/api/download/bacteria/5567/download/ -O BACTERIA_Phocaeicola_plebeius.tar.gz
Bacteria,Phocaeicola vulgatus,wget https://gmpsdb.cn/api/download/bacteria/5568/download/ -O BACTERIA_Phocaeicola_vulgatus.tar.gz
Bacteria,Phoenicibacter congonensis,wget https://gmpsdb.cn/api/download/bacteria/5569/download/ -O BACTERIA_Phoenicibacter_congonensis.tar.gz
Bacteria,Phytobacter massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5570/download/ -O BACTERIA_Phytobacter_massiliensis.tar.gz
Bacteria,Phytobacter ursingii,wget https://gmpsdb.cn/api/download/bacteria/5571/download/ -O BACTERIA_Phytobacter_ursingii.tar.gz
Bacteria,Planococcus massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5572/download/ -O BACTERIA_Planococcus_massiliensis.tar.gz
Bacteria,Plesiomonas shigelloides,wget https://gmpsdb.cn/api/download/bacteria/5573/download/ -O BACTERIA_Plesiomonas_shigelloides.tar.gz
Bacteria,Pluralibacter gergoviae,wget https://gmpsdb.cn/api/download/bacteria/5574/download/ -O BACTERIA_Pluralibacter_gergoviae.tar.gz
Bacteria,Porphyromonas asaccharolytica,wget https://gmpsdb.cn/api/download/bacteria/5575/download/ -O BACTERIA_Porphyromonas_asaccharolytica.tar.gz
Bacteria,Porphyromonas endodontalis,wget https://gmpsdb.cn/api/download/bacteria/5576/download/ -O BACTERIA_Porphyromonas_endodontalis.tar.gz
Bacteria,Porphyromonas gingivalis,wget https://gmpsdb.cn/api/download/bacteria/5577/download/ -O BACTERIA_Porphyromonas_gingivalis.tar.gz
Bacteria,Porphyromonas somerae,wget https://gmpsdb.cn/api/download/bacteria/5578/download/ -O BACTERIA_Porphyromonas_somerae.tar.gz
Bacteria,Porphyromonas uenonis,wget https://gmpsdb.cn/api/download/bacteria/5579/download/ -O BACTERIA_Porphyromonas_uenonis.tar.gz
Bacteria,Prevotella albensis,wget https://gmpsdb.cn/api/download/bacteria/5580/download/ -O BACTERIA_Prevotella_albensis.tar.gz
Bacteria,Prevotella bergensis,wget https://gmpsdb.cn/api/download/bacteria/5581/download/ -O BACTERIA_Prevotella_bergensis.tar.gz
Bacteria,Prevotella bivia,wget https://gmpsdb.cn/api/download/bacteria/5582/download/ -O BACTERIA_Prevotella_bivia.tar.gz
Bacteria,Prevotella brevis,wget https://gmpsdb.cn/api/download/bacteria/5583/download/ -O BACTERIA_Prevotella_brevis.tar.gz
Bacteria,Prevotella bryantii,wget https://gmpsdb.cn/api/download/bacteria/5584/download/ -O BACTERIA_Prevotella_bryantii.tar.gz
Bacteria,Prevotella buccae,wget https://gmpsdb.cn/api/download/bacteria/5585/download/ -O BACTERIA_Prevotella_buccae.tar.gz
Bacteria,Prevotella buccalis,wget https://gmpsdb.cn/api/download/bacteria/5586/download/ -O BACTERIA_Prevotella_buccalis.tar.gz
Bacteria,Prevotella conceptionensis,wget https://gmpsdb.cn/api/download/bacteria/5587/download/ -O BACTERIA_Prevotella_conceptionensis.tar.gz
Bacteria,Prevotella copri,wget https://gmpsdb.cn/api/download/bacteria/5588/download/ -O BACTERIA_Prevotella_copri.tar.gz
Bacteria,Prevotella corporis,wget https://gmpsdb.cn/api/download/bacteria/5589/download/ -O BACTERIA_Prevotella_corporis.tar.gz
Bacteria,Prevotella denticola,wget https://gmpsdb.cn/api/download/bacteria/5590/download/ -O BACTERIA_Prevotella_denticola.tar.gz
Bacteria,Prevotella disiens,wget https://gmpsdb.cn/api/download/bacteria/5591/download/ -O BACTERIA_Prevotella_disiens.tar.gz
Bacteria,Prevotella enoeca,wget https://gmpsdb.cn/api/download/bacteria/5592/download/ -O BACTERIA_Prevotella_enoeca.tar.gz
Bacteria,Prevotella intermedia,wget https://gmpsdb.cn/api/download/bacteria/5593/download/ -O BACTERIA_Prevotella_intermedia.tar.gz
Bacteria,Prevotella loescheii,wget https://gmpsdb.cn/api/download/bacteria/5594/download/ -O BACTERIA_Prevotella_loescheii.tar.gz
Bacteria,Prevotella marshii,wget https://gmpsdb.cn/api/download/bacteria/5595/download/ -O BACTERIA_Prevotella_marshii.tar.gz
Bacteria,Prevotella melaninogenica,wget https://gmpsdb.cn/api/download/bacteria/5596/download/ -O BACTERIA_Prevotella_melaninogenica.tar.gz
Bacteria,Prevotella nanceiensis,wget https://gmpsdb.cn/api/download/bacteria/5597/download/ -O BACTERIA_Prevotella_nanceiensis.tar.gz
Bacteria,Prevotella nigrescens,wget https://gmpsdb.cn/api/download/bacteria/5598/download/ -O BACTERIA_Prevotella_nigrescens.tar.gz
Bacteria,Prevotella oralis,wget https://gmpsdb.cn/api/download/bacteria/5599/download/ -O BACTERIA_Prevotella_oralis.tar.gz
Bacteria,Prevotella pallens,wget https://gmpsdb.cn/api/download/bacteria/5600/download/ -O BACTERIA_Prevotella_pallens.tar.gz
Bacteria,Prevotella rara,wget https://gmpsdb.cn/api/download/bacteria/5601/download/ -O BACTERIA_Prevotella_rara.tar.gz
Bacteria,Prevotella ruminicola,wget https://gmpsdb.cn/api/download/bacteria/5602/download/ -O BACTERIA_Prevotella_ruminicola.tar.gz
Bacteria,Prevotella salivae,wget https://gmpsdb.cn/api/download/bacteria/5603/download/ -O BACTERIA_Prevotella_salivae.tar.gz
Bacteria,Prevotella shahii,wget https://gmpsdb.cn/api/download/bacteria/5604/download/ -O BACTERIA_Prevotella_shahii.tar.gz
Bacteria,Prevotella sp. AM42-24,wget https://gmpsdb.cn/api/download/bacteria/5605/download/ -O BACTERIA_Prevotella_sp._AM42-24.tar.gz
Bacteria,Prevotella sp. TF12-30,wget https://gmpsdb.cn/api/download/bacteria/5606/download/ -O BACTERIA_Prevotella_sp._TF12-30.tar.gz
Bacteria,Prevotella stercorea,wget https://gmpsdb.cn/api/download/bacteria/5607/download/ -O BACTERIA_Prevotella_stercorea.tar.gz
Bacteria,Prevotella timonensis,wget https://gmpsdb.cn/api/download/bacteria/5608/download/ -O BACTERIA_Prevotella_timonensis.tar.gz
Bacteria,Prevotella veroralis,wget https://gmpsdb.cn/api/download/bacteria/5609/download/ -O BACTERIA_Prevotella_veroralis.tar.gz
Bacteria,Prevotellamassilia timonensis,wget https://gmpsdb.cn/api/download/bacteria/5610/download/ -O BACTERIA_Prevotellamassilia_timonensis.tar.gz
Bacteria,Priestia megaterium,wget https://gmpsdb.cn/api/download/bacteria/5611/download/ -O BACTERIA_Priestia_megaterium.tar.gz
Bacteria,Propionibacterium freudenreichii,wget https://gmpsdb.cn/api/download/bacteria/5612/download/ -O BACTERIA_Propionibacterium_freudenreichii.tar.gz
Bacteria,Propionibacterium sp. HGH0353,wget https://gmpsdb.cn/api/download/bacteria/5613/download/ -O BACTERIA_Propionibacterium_sp._HGH0353.tar.gz
Bacteria,Proteus mirabilis,wget https://gmpsdb.cn/api/download/bacteria/5614/download/ -O BACTERIA_Proteus_mirabilis.tar.gz
Bacteria,Proteus penneri,wget https://gmpsdb.cn/api/download/bacteria/5615/download/ -O BACTERIA_Proteus_penneri.tar.gz
Bacteria,Proteus vulgaris,wget https://gmpsdb.cn/api/download/bacteria/5616/download/ -O BACTERIA_Proteus_vulgaris.tar.gz
Bacteria,Provencibacterium massiliense,wget https://gmpsdb.cn/api/download/bacteria/5617/download/ -O BACTERIA_Provencibacterium_massiliense.tar.gz
Bacteria,Providencia alcalifaciens,wget https://gmpsdb.cn/api/download/bacteria/5618/download/ -O BACTERIA_Providencia_alcalifaciens.tar.gz
Bacteria,Providencia rettgeri,wget https://gmpsdb.cn/api/download/bacteria/5619/download/ -O BACTERIA_Providencia_rettgeri.tar.gz
Bacteria,Providencia rustigianii,wget https://gmpsdb.cn/api/download/bacteria/5620/download/ -O BACTERIA_Providencia_rustigianii.tar.gz
Bacteria,Providencia stuartii,wget https://gmpsdb.cn/api/download/bacteria/5621/download/ -O BACTERIA_Providencia_stuartii.tar.gz
Bacteria,Pseudobutyrivibrio ruminis,wget https://gmpsdb.cn/api/download/bacteria/5622/download/ -O BACTERIA_Pseudobutyrivibrio_ruminis.tar.gz
Bacteria,Pseudoflavonifractor capillosus,wget https://gmpsdb.cn/api/download/bacteria/5623/download/ -O BACTERIA_Pseudoflavonifractor_capillosus.tar.gz
Bacteria,Pseudomonas aeruginosa,wget https://gmpsdb.cn/api/download/bacteria/5624/download/ -O BACTERIA_Pseudomonas_aeruginosa.tar.gz
Bacteria,Pseudomonas alcaliphila,wget https://gmpsdb.cn/api/download/bacteria/5625/download/ -O BACTERIA_Pseudomonas_alcaliphila.tar.gz
Bacteria,Pseudomonas fluorescens,wget https://gmpsdb.cn/api/download/bacteria/5626/download/ -O BACTERIA_Pseudomonas_fluorescens.tar.gz
Bacteria,Pseudomonas massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5627/download/ -O BACTERIA_Pseudomonas_massiliensis.tar.gz
Bacteria,Pseudomonas monteilii,wget https://gmpsdb.cn/api/download/bacteria/5628/download/ -O BACTERIA_Pseudomonas_monteilii.tar.gz
Bacteria,Pseudomonas nitroreducens,wget https://gmpsdb.cn/api/download/bacteria/5629/download/ -O BACTERIA_Pseudomonas_nitroreducens.tar.gz
Bacteria,Pseudomonas oleovorans,wget https://gmpsdb.cn/api/download/bacteria/5630/download/ -O BACTERIA_Pseudomonas_oleovorans.tar.gz
Bacteria,Pseudomonas putida,wget https://gmpsdb.cn/api/download/bacteria/5631/download/ -O BACTERIA_Pseudomonas_putida.tar.gz
Bacteria,Pseudomonas sp. HPB0071,wget https://gmpsdb.cn/api/download/bacteria/5632/download/ -O BACTERIA_Pseudomonas_sp._HPB0071.tar.gz
Bacteria,Pseudoramibacter alactolyticus,wget https://gmpsdb.cn/api/download/bacteria/5633/download/ -O BACTERIA_Pseudoramibacter_alactolyticus.tar.gz
Bacteria,Pyramidobacter piscolens,wget https://gmpsdb.cn/api/download/bacteria/5634/download/ -O BACTERIA_Pyramidobacter_piscolens.tar.gz
Bacteria,Rahnella aquatilis,wget https://gmpsdb.cn/api/download/bacteria/5635/download/ -O BACTERIA_Rahnella_aquatilis.tar.gz
Bacteria,Ralstonia pickettii,wget https://gmpsdb.cn/api/download/bacteria/5636/download/ -O BACTERIA_Ralstonia_pickettii.tar.gz
Bacteria,Ralstonia sp. 5_2_56FAA,wget https://gmpsdb.cn/api/download/bacteria/5637/download/ -O BACTERIA_Ralstonia_sp._5_2_56FAA.tar.gz
Bacteria,Raoultella ornithinolytica,wget https://gmpsdb.cn/api/download/bacteria/5638/download/ -O BACTERIA_Raoultella_ornithinolytica.tar.gz
Bacteria,Raoultella planticola,wget https://gmpsdb.cn/api/download/bacteria/5639/download/ -O BACTERIA_Raoultella_planticola.tar.gz
Bacteria,Rhodococcus erythropolis,wget https://gmpsdb.cn/api/download/bacteria/5640/download/ -O BACTERIA_Rhodococcus_erythropolis.tar.gz
Bacteria,Rhodococcus rhodochrous,wget https://gmpsdb.cn/api/download/bacteria/5641/download/ -O BACTERIA_Rhodococcus_rhodochrous.tar.gz
Bacteria,Risungbinella massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5642/download/ -O BACTERIA_Risungbinella_massiliensis.tar.gz
Bacteria,Robertmurraya massiliosenegalensis,wget https://gmpsdb.cn/api/download/bacteria/5643/download/ -O BACTERIA_Robertmurraya_massiliosenegalensis.tar.gz
Bacteria,Robinsoniella peoriensis,wget https://gmpsdb.cn/api/download/bacteria/5644/download/ -O BACTERIA_Robinsoniella_peoriensis.tar.gz
Bacteria,Romboutsia lituseburensis,wget https://gmpsdb.cn/api/download/bacteria/5645/download/ -O BACTERIA_Romboutsia_lituseburensis.tar.gz
Bacteria,Roseburia hominis,wget https://gmpsdb.cn/api/download/bacteria/5646/download/ -O BACTERIA_Roseburia_hominis.tar.gz
Bacteria,Roseburia intestinalis,wget https://gmpsdb.cn/api/download/bacteria/5647/download/ -O BACTERIA_Roseburia_intestinalis.tar.gz
Bacteria,Roseburia inulinivorans,wget https://gmpsdb.cn/api/download/bacteria/5648/download/ -O BACTERIA_Roseburia_inulinivorans.tar.gz
Bacteria,Roseburia sp. OM02-15,wget https://gmpsdb.cn/api/download/bacteria/5649/download/ -O BACTERIA_Roseburia_sp._OM02-15.tar.gz
Bacteria,Roseburia sp. TF10-5,wget https://gmpsdb.cn/api/download/bacteria/5650/download/ -O BACTERIA_Roseburia_sp._TF10-5.tar.gz
Bacteria,Roseomonas mucosa,wget https://gmpsdb.cn/api/download/bacteria/5651/download/ -O BACTERIA_Roseomonas_mucosa.tar.gz
Bacteria,Rothia aeria,wget https://gmpsdb.cn/api/download/bacteria/5652/download/ -O BACTERIA_Rothia_aeria.tar.gz
Bacteria,Rothia dentocariosa,wget https://gmpsdb.cn/api/download/bacteria/5653/download/ -O BACTERIA_Rothia_dentocariosa.tar.gz
Bacteria,Rothia mucilaginosa,wget https://gmpsdb.cn/api/download/bacteria/5654/download/ -O BACTERIA_Rothia_mucilaginosa.tar.gz
Bacteria,Rubeoparvulum massiliense,wget https://gmpsdb.cn/api/download/bacteria/5655/download/ -O BACTERIA_Rubeoparvulum_massiliense.tar.gz
Bacteria,Rubneribacter badeniensis,wget https://gmpsdb.cn/api/download/bacteria/5656/download/ -O BACTERIA_Rubneribacter_badeniensis.tar.gz
Bacteria,Rudanella lutea,wget https://gmpsdb.cn/api/download/bacteria/5657/download/ -O BACTERIA_Rudanella_lutea.tar.gz
Bacteria,Ruminococcaceae bacterium D16,wget https://gmpsdb.cn/api/download/bacteria/5658/download/ -O BACTERIA_Ruminococcaceae_bacterium_D16.tar.gz
Bacteria,Ruminococcus albus,wget https://gmpsdb.cn/api/download/bacteria/5659/download/ -O BACTERIA_Ruminococcus_albus.tar.gz
Bacteria,Ruminococcus bicirculans,wget https://gmpsdb.cn/api/download/bacteria/5660/download/ -O BACTERIA_Ruminococcus_bicirculans.tar.gz
Bacteria,Ruminococcus bromii,wget https://gmpsdb.cn/api/download/bacteria/5661/download/ -O BACTERIA_Ruminococcus_bromii.tar.gz
Bacteria,Ruminococcus callidus,wget https://gmpsdb.cn/api/download/bacteria/5662/download/ -O BACTERIA_Ruminococcus_callidus.tar.gz
Bacteria,Ruminococcus champanellensis,wget https://gmpsdb.cn/api/download/bacteria/5663/download/ -O BACTERIA_Ruminococcus_champanellensis.tar.gz
Bacteria,Ruminococcus flavefaciens,wget https://gmpsdb.cn/api/download/bacteria/5664/download/ -O BACTERIA_Ruminococcus_flavefaciens.tar.gz
Bacteria,Ruminococcus gauvreauii,wget https://gmpsdb.cn/api/download/bacteria/5665/download/ -O BACTERIA_Ruminococcus_gauvreauii.tar.gz
Bacteria,Ruminococcus gnavus,wget https://gmpsdb.cn/api/download/bacteria/5666/download/ -O BACTERIA_Ruminococcus_gnavus.tar.gz
Bacteria,Ruminococcus lactaris,wget https://gmpsdb.cn/api/download/bacteria/5667/download/ -O BACTERIA_Ruminococcus_lactaris.tar.gz
Bacteria,Ruminococcus sp. 5_1_39BFAA,wget https://gmpsdb.cn/api/download/bacteria/5668/download/ -O BACTERIA_Ruminococcus_sp._5_1_39BFAA.tar.gz
Bacteria,Ruminococcus sp. AF14-10,wget https://gmpsdb.cn/api/download/bacteria/5669/download/ -O BACTERIA_Ruminococcus_sp._AF14-10.tar.gz
Bacteria,Ruminococcus sp. AF21-42,wget https://gmpsdb.cn/api/download/bacteria/5670/download/ -O BACTERIA_Ruminococcus_sp._AF21-42.tar.gz
Bacteria,Ruminococcus sp. AM27-27,wget https://gmpsdb.cn/api/download/bacteria/5671/download/ -O BACTERIA_Ruminococcus_sp._AM27-27.tar.gz
Bacteria,Ruminococcus sp. OM06-36AC,wget https://gmpsdb.cn/api/download/bacteria/5672/download/ -O BACTERIA_Ruminococcus_sp._OM06-36AC.tar.gz
Bacteria,Ruminococcus torques,wget https://gmpsdb.cn/api/download/bacteria/5673/download/ -O BACTERIA_Ruminococcus_torques.tar.gz
Bacteria,Salmonella bongori,wget https://gmpsdb.cn/api/download/bacteria/5674/download/ -O BACTERIA_Salmonella_bongori.tar.gz
Bacteria,Salmonella enterica,wget https://gmpsdb.cn/api/download/bacteria/5675/download/ -O BACTERIA_Salmonella_enterica.tar.gz
Bacteria,Scardovia inopinata,wget https://gmpsdb.cn/api/download/bacteria/5676/download/ -O BACTERIA_Scardovia_inopinata.tar.gz
Bacteria,Schlesneria paludicola,wget https://gmpsdb.cn/api/download/bacteria/5677/download/ -O BACTERIA_Schlesneria_paludicola.tar.gz
Bacteria,Selenomonas ruminantium,wget https://gmpsdb.cn/api/download/bacteria/5678/download/ -O BACTERIA_Selenomonas_ruminantium.tar.gz
Bacteria,Selenomonas sputigena,wget https://gmpsdb.cn/api/download/bacteria/5679/download/ -O BACTERIA_Selenomonas_sputigena.tar.gz
Bacteria,Sellimonas intestinalis,wget https://gmpsdb.cn/api/download/bacteria/5680/download/ -O BACTERIA_Sellimonas_intestinalis.tar.gz
Bacteria,Senegalimassilia anaerobia,wget https://gmpsdb.cn/api/download/bacteria/5681/download/ -O BACTERIA_Senegalimassilia_anaerobia.tar.gz
Bacteria,Serratia liquefaciens,wget https://gmpsdb.cn/api/download/bacteria/5682/download/ -O BACTERIA_Serratia_liquefaciens.tar.gz
Bacteria,Serratia marcescens,wget https://gmpsdb.cn/api/download/bacteria/5683/download/ -O BACTERIA_Serratia_marcescens.tar.gz
Bacteria,Shigella dysenteriae,wget https://gmpsdb.cn/api/download/bacteria/5684/download/ -O BACTERIA_Shigella_dysenteriae.tar.gz
Bacteria,Shigella flexneri,wget https://gmpsdb.cn/api/download/bacteria/5685/download/ -O BACTERIA_Shigella_flexneri.tar.gz
Bacteria,Shigella sonnei,wget https://gmpsdb.cn/api/download/bacteria/5686/download/ -O BACTERIA_Shigella_sonnei.tar.gz
Bacteria,Silanimonas lenta,wget https://gmpsdb.cn/api/download/bacteria/5687/download/ -O BACTERIA_Silanimonas_lenta.tar.gz
Bacteria,Siminovitchia fordii,wget https://gmpsdb.cn/api/download/bacteria/5688/download/ -O BACTERIA_Siminovitchia_fordii.tar.gz
Bacteria,Slackia equolifaciens,wget https://gmpsdb.cn/api/download/bacteria/5689/download/ -O BACTERIA_Slackia_equolifaciens.tar.gz
Bacteria,Slackia exigua,wget https://gmpsdb.cn/api/download/bacteria/5690/download/ -O BACTERIA_Slackia_exigua.tar.gz
Bacteria,Slackia heliotrinireducens,wget https://gmpsdb.cn/api/download/bacteria/5691/download/ -O BACTERIA_Slackia_heliotrinireducens.tar.gz
Bacteria,Slackia isoflavoniconvertens,wget https://gmpsdb.cn/api/download/bacteria/5692/download/ -O BACTERIA_Slackia_isoflavoniconvertens.tar.gz
Bacteria,Slackia piriformis,wget https://gmpsdb.cn/api/download/bacteria/5693/download/ -O BACTERIA_Slackia_piriformis.tar.gz
Bacteria,Solobacterium moorei,wget https://gmpsdb.cn/api/download/bacteria/5694/download/ -O BACTERIA_Solobacterium_moorei.tar.gz
Bacteria,Spirosoma linguale,wget https://gmpsdb.cn/api/download/bacteria/5695/download/ -O BACTERIA_Spirosoma_linguale.tar.gz
Bacteria,Staphylococcus argenteus,wget https://gmpsdb.cn/api/download/bacteria/5696/download/ -O BACTERIA_Staphylococcus_argenteus.tar.gz
Bacteria,Staphylococcus arlettae,wget https://gmpsdb.cn/api/download/bacteria/5697/download/ -O BACTERIA_Staphylococcus_arlettae.tar.gz
Bacteria,Staphylococcus aureus,wget https://gmpsdb.cn/api/download/bacteria/5698/download/ -O BACTERIA_Staphylococcus_aureus.tar.gz
Bacteria,Staphylococcus capitis,wget https://gmpsdb.cn/api/download/bacteria/5699/download/ -O BACTERIA_Staphylococcus_capitis.tar.gz
Bacteria,Staphylococcus cohnii,wget https://gmpsdb.cn/api/download/bacteria/5700/download/ -O BACTERIA_Staphylococcus_cohnii.tar.gz
Bacteria,Staphylococcus epidermidis,wget https://gmpsdb.cn/api/download/bacteria/5701/download/ -O BACTERIA_Staphylococcus_epidermidis.tar.gz
Bacteria,Staphylococcus equorum,wget https://gmpsdb.cn/api/download/bacteria/5702/download/ -O BACTERIA_Staphylococcus_equorum.tar.gz
Bacteria,Staphylococcus haemolyticus,wget https://gmpsdb.cn/api/download/bacteria/5703/download/ -O BACTERIA_Staphylococcus_haemolyticus.tar.gz
Bacteria,Staphylococcus hominis,wget https://gmpsdb.cn/api/download/bacteria/5704/download/ -O BACTERIA_Staphylococcus_hominis.tar.gz
Bacteria,Staphylococcus intermedius,wget https://gmpsdb.cn/api/download/bacteria/5705/download/ -O BACTERIA_Staphylococcus_intermedius.tar.gz
Bacteria,Staphylococcus lugdunensis,wget https://gmpsdb.cn/api/download/bacteria/5706/download/ -O BACTERIA_Staphylococcus_lugdunensis.tar.gz
Bacteria,Staphylococcus nepalensis,wget https://gmpsdb.cn/api/download/bacteria/5707/download/ -O BACTERIA_Staphylococcus_nepalensis.tar.gz
Bacteria,Staphylococcus pasteuri,wget https://gmpsdb.cn/api/download/bacteria/5708/download/ -O BACTERIA_Staphylococcus_pasteuri.tar.gz
Bacteria,Staphylococcus pettenkoferi,wget https://gmpsdb.cn/api/download/bacteria/5709/download/ -O BACTERIA_Staphylococcus_pettenkoferi.tar.gz
Bacteria,Staphylococcus saprophyticus,wget https://gmpsdb.cn/api/download/bacteria/5710/download/ -O BACTERIA_Staphylococcus_saprophyticus.tar.gz
Bacteria,Staphylococcus simulans,wget https://gmpsdb.cn/api/download/bacteria/5711/download/ -O BACTERIA_Staphylococcus_simulans.tar.gz
Bacteria,Staphylococcus sp. HGB0015,wget https://gmpsdb.cn/api/download/bacteria/5712/download/ -O BACTERIA_Staphylococcus_sp._HGB0015.tar.gz
Bacteria,Staphylococcus sp. HMSC058D09,wget https://gmpsdb.cn/api/download/bacteria/5713/download/ -O BACTERIA_Staphylococcus_sp._HMSC058D09.tar.gz
Bacteria,Staphylococcus sp. HMSC060A04,wget https://gmpsdb.cn/api/download/bacteria/5714/download/ -O BACTERIA_Staphylococcus_sp._HMSC060A04.tar.gz
Bacteria,Staphylococcus warneri,wget https://gmpsdb.cn/api/download/bacteria/5715/download/ -O BACTERIA_Staphylococcus_warneri.tar.gz
Bacteria,Staphylococcus xylosus,wget https://gmpsdb.cn/api/download/bacteria/5716/download/ -O BACTERIA_Staphylococcus_xylosus.tar.gz
Bacteria,Stenotrophomonas maltophilia,wget https://gmpsdb.cn/api/download/bacteria/5717/download/ -O BACTERIA_Stenotrophomonas_maltophilia.tar.gz
Bacteria,Stenotrophomonas sp. HMSC10F06,wget https://gmpsdb.cn/api/download/bacteria/5718/download/ -O BACTERIA_Stenotrophomonas_sp._HMSC10F06.tar.gz
Bacteria,Stenotrophomonas sp. HMSC10F07,wget https://gmpsdb.cn/api/download/bacteria/5719/download/ -O BACTERIA_Stenotrophomonas_sp._HMSC10F07.tar.gz
Bacteria,Streptococcus agalactiae,wget https://gmpsdb.cn/api/download/bacteria/5720/download/ -O BACTERIA_Streptococcus_agalactiae.tar.gz
Bacteria,Streptococcus anginosus,wget https://gmpsdb.cn/api/download/bacteria/5721/download/ -O BACTERIA_Streptococcus_anginosus.tar.gz
Bacteria,Streptococcus australis,wget https://gmpsdb.cn/api/download/bacteria/5722/download/ -O BACTERIA_Streptococcus_australis.tar.gz
Bacteria,Streptococcus constellatus,wget https://gmpsdb.cn/api/download/bacteria/5723/download/ -O BACTERIA_Streptococcus_constellatus.tar.gz
Bacteria,Streptococcus cristatus,wget https://gmpsdb.cn/api/download/bacteria/5724/download/ -O BACTERIA_Streptococcus_cristatus.tar.gz
Bacteria,Streptococcus dysgalactiae,wget https://gmpsdb.cn/api/download/bacteria/5725/download/ -O BACTERIA_Streptococcus_dysgalactiae.tar.gz
Bacteria,Streptococcus equi,wget https://gmpsdb.cn/api/download/bacteria/5726/download/ -O BACTERIA_Streptococcus_equi.tar.gz
Bacteria,Streptococcus equinus,wget https://gmpsdb.cn/api/download/bacteria/5727/download/ -O BACTERIA_Streptococcus_equinus.tar.gz
Bacteria,Streptococcus gallolyticus,wget https://gmpsdb.cn/api/download/bacteria/5728/download/ -O BACTERIA_Streptococcus_gallolyticus.tar.gz
Bacteria,Streptococcus gordonii,wget https://gmpsdb.cn/api/download/bacteria/5729/download/ -O BACTERIA_Streptococcus_gordonii.tar.gz
Bacteria,Streptococcus ilei,wget https://gmpsdb.cn/api/download/bacteria/5730/download/ -O BACTERIA_Streptococcus_ilei.tar.gz
Bacteria,Streptococcus infantarius,wget https://gmpsdb.cn/api/download/bacteria/5731/download/ -O BACTERIA_Streptococcus_infantarius.tar.gz
Bacteria,Streptococcus infantis,wget https://gmpsdb.cn/api/download/bacteria/5732/download/ -O BACTERIA_Streptococcus_infantis.tar.gz
Bacteria,Streptococcus intermedius,wget https://gmpsdb.cn/api/download/bacteria/5733/download/ -O BACTERIA_Streptococcus_intermedius.tar.gz
Bacteria,Streptococcus lutetiensis,wget https://gmpsdb.cn/api/download/bacteria/5734/download/ -O BACTERIA_Streptococcus_lutetiensis.tar.gz
Bacteria,Streptococcus mitis,wget https://gmpsdb.cn/api/download/bacteria/5735/download/ -O BACTERIA_Streptococcus_mitis.tar.gz
Bacteria,Streptococcus mutans,wget https://gmpsdb.cn/api/download/bacteria/5736/download/ -O BACTERIA_Streptococcus_mutans.tar.gz
Bacteria,Streptococcus oralis,wget https://gmpsdb.cn/api/download/bacteria/5737/download/ -O BACTERIA_Streptococcus_oralis.tar.gz
Bacteria,Streptococcus parasanguinis,wget https://gmpsdb.cn/api/download/bacteria/5738/download/ -O BACTERIA_Streptococcus_parasanguinis.tar.gz
Bacteria,Streptococcus parauberis,wget https://gmpsdb.cn/api/download/bacteria/5739/download/ -O BACTERIA_Streptococcus_parauberis.tar.gz
Bacteria,Streptococcus pasteurianus,wget https://gmpsdb.cn/api/download/bacteria/5740/download/ -O BACTERIA_Streptococcus_pasteurianus.tar.gz
Bacteria,Streptococcus peroris,wget https://gmpsdb.cn/api/download/bacteria/5741/download/ -O BACTERIA_Streptococcus_peroris.tar.gz
Bacteria,Streptococcus pneumoniae,wget https://gmpsdb.cn/api/download/bacteria/5742/download/ -O BACTERIA_Streptococcus_pneumoniae.tar.gz
Bacteria,Streptococcus pseudopneumoniae,wget https://gmpsdb.cn/api/download/bacteria/5743/download/ -O BACTERIA_Streptococcus_pseudopneumoniae.tar.gz
Bacteria,Streptococcus pyogenes,wget https://gmpsdb.cn/api/download/bacteria/5744/download/ -O BACTERIA_Streptococcus_pyogenes.tar.gz
Bacteria,Streptococcus salivarius,wget https://gmpsdb.cn/api/download/bacteria/5745/download/ -O BACTERIA_Streptococcus_salivarius.tar.gz
Bacteria,Streptococcus sanguinis,wget https://gmpsdb.cn/api/download/bacteria/5746/download/ -O BACTERIA_Streptococcus_sanguinis.tar.gz
Bacteria,Streptococcus sp. 2_1_36FAA,wget https://gmpsdb.cn/api/download/bacteria/5747/download/ -O BACTERIA_Streptococcus_sp._2_1_36FAA.tar.gz
Bacteria,Streptococcus thermophilus,wget https://gmpsdb.cn/api/download/bacteria/5748/download/ -O BACTERIA_Streptococcus_thermophilus.tar.gz
Bacteria,Streptococcus thoraltensis,wget https://gmpsdb.cn/api/download/bacteria/5749/download/ -O BACTERIA_Streptococcus_thoraltensis.tar.gz
